name,price,colors,description,features,image link,link
Gimme Brow+ Volumizing Eyebrow Gel Travel Size Mini,$14.00,1 - Cool light blonde;2 - Warm golden blonde;3 - Neutral light brown;3.5 - Warm auburn brown;3.75 - Warm medium brown;4 - Warm deep brown;4.5 - Neutral deep brown;5 - Cool black-brown;6 - Warm black-brown;Cool grey,"Gimme Brow+ tinted eyebrow gel contains tiny microfibers that adhere to skin & hairs, creating natural-looking fullness. The custom, tiny, tapered brush provides easy & mess-proof application. Poof...like magic, fuller-looking brows will appear! 94% said brows looked visibly thicker* volumizes, tames & tints brows natural-looking & buildable water-resistant & long-wearing same cult-fave Gimme Brow…updated ingredients *self-evaluation by 66 women after 1 week","-	Volumizes, tames, & tints brows
-	Natural-looking & buildable
-	Water-resistant & long-wearing
","https://www.benefitcosmetics.com/globalassets/pdps/brows/brow-gel/gimme-brow-volumizing-eyebrow-gel/gimme-brow-plus-mini-component.png?width=300&height=350&mode=crop&center=0.5,0.5",https://www.benefitcosmetics.com/en-us/product/gimme-brow-volumizing-eyebrow-gel?product=GIMMEBROW-MINI
High Brow Eyebrow Highlighter,$22.00,N;A,"This creamy eyebrow highlighter accentuates arches for brighter, boosted and younger-looking eyes. Ideal for all skin tones, the natural-looking linen-pink pencil glides onto brow bones and blends in like a dream. Includes signature Tips & Tricks! Visibly lifts brows NEW creamy, blendable formula Natural-looking, matte finish","-	Natural-looking, matte finish
-	Creamy, blendable formula
-	Visibly lifts brows
","https://www.benefitcosmetics.com/globalassets/pdps/brows/brow-pencil/high-brow-eyebrow-highlighter/high-brow-pencil-component.png?width=300&height=350&mode=crop&center=0.5,0.5",https://www.benefitcosmetics.com/en-us/product/high-brow-eyebrow-highlighter
Dandelion Twinkle Powder Highlighter,$30.00,N;A,"Get your glow on with Dandelion Twinkle superfine highlighting powder. Special baked technology delivers a strobing formula for a sheer, whisper-light texture. Wear it alone or on top of your favorite blush or powder and step into the dreamy spotlight. Quick, easy strobing  Highlighting powder Signature dandy daydream scent","-	Superfine highlighting powder
-	Whisper-light texture
-	Wear alone or over blush
","https://www.benefitcosmetics.com/globalassets/pdps/cheeks/highlighter/dandelion-twinkle-powder-highlighter/dandelion-twinkle-component.png?width=300&height=350&mode=crop&center=0.5,0.5",https://www.benefitcosmetics.com/en-us/product/dandelion-twinkle-powder-highlighter?product=DANDEFM51-FULL
Roller Eye Bright Eye Pencil,$20.00,N;A,"Look bright, refreshed and awake in an instant with Roller Eye Bright Pencil. Our creamy, waterproof* eye pencil easily glides onto waterline and inner & outer corners of the eye for a wide-awake look. The secret to brighter eyes is this universally flattering, natural-looking soft pink shade that opens up the eye area. *instrumental test on 20 women Instantly brighten eyes Creamy, comfortable formula Natural-looking soft pink shade Waterproof* 8-hour longwear*","-	Instantly brighten eyes
-	Soft pink shade
-	Waterproof*
","https://www.benefitcosmetics.com/globalassets/pdps/eyes/eyeliner/roller-eye-bright-eye-pencil/roller-eye-bright-component.png?width=300&height=350&mode=crop&center=0.5,0.5",https://www.benefitcosmetics.com/en-us/product/roller-eye-bright-eye-pencil
Stay Don't Stray Eyeshadow Primer,$26.00,N;A,"This dual-action power primer works 360 degrees around the eyes to make concealers AND eyeshadows STAY PUT. Concealers don't crease, eyeshadows stay vibrant & true. Contains sodium hyaluronate known to hydrate and vitamins C & E known to help fight the signs of aging. Moisturizing formula Perfect for the “no-makeup” look “Dip & dab” wand for easy application","-	Makes concealers and eyeshadows stay put
-	Contains vitamins C & E
-	“Dip & dab” wand
","https://www.benefitcosmetics.com/globalassets/pdps/eyes/eyes-tools--kits/stay-dont-stray-eyeshadow-primer/stay-dont-stray-primer-component.png?width=300&height=350&mode=crop&center=0.5,0.5",https://www.benefitcosmetics.com/en-us/product/stay-dont-stray-eyeshadow-primer
Angled Brow Brush & Spoolie,$20.00,N;A,"Get brows that WOW with this dual-ended eyebrow brush! It’s specially designed to expertly apply brow powders, creams, gels and waxes with ease. The hard-angled brush creates precise definition while the custom spoolie-brush blends seamlessly. Designed so every gal from brow beginner to brow enthusiast can brush on great brows! Eyebrow shaping tool Precisely fills & defines Spoolie-brush with custom-blended fibers","-	Dual-ended eyebrow brush
-	Spoolie-brush with custom-blended fibers
-	Precisely fills & defines
","https://www.benefitcosmetics.com/globalassets/pdps/brows/brow-tools--kits/angled-brow-brush--spoolie/angled-brow-brush-spoolie-component.png?width=300&height=350&mode=crop&center=0.5,0.5",https://www.benefitcosmetics.com/en-us/product/angled-brow-brush--spoolie
BADgal Waterproof Eyeliner,$20.00,N;A,"Our slimline BADgal liner waterproof eye pencils stay put rain or shine. The versatile blending tip on one end helps create soft definition or sultry drama. For flawless application in a wink, rest the pencil on the top of lashes and line across to add definition. For a softer line, flip ‘er over and blend with the sponge tip.","-	Long-wearing formula
-	Use as a roadmap for liquid liner
","https://www.benefitcosmetics.com/globalassets/pdps/eyes/eyeliner/badgal-waterproof-eyeliner/badgal-liner-waterproof-component.png?width=300&height=350&mode=crop&center=0.5,0.5",https://www.benefitcosmetics.com/en-us/product/badgal-waterproof-eyeliner
Rockateur,$30.00,N;A,"This rockin' rose gold cheek powder gives a famously provocative flush that turns heads on-stage and off. The specialized formula combines the best features of baked, powder, cream and fluid textures for brighter results. The crowd will go wild for its sexy faceted design, accented in luxe gold. Show-stopping color Come-hither look Custom angled, dimensional brush","-	Rose gold cheek powder
-	Baked, powder, cream and fluid textures
-	Custom angled, dimensional brush
","https://www.benefitcosmetics.com/globalassets/pdps/cheeks/blush/rockateur/rockateur-component.png?width=300&height=350&mode=crop&center=0.5,0.5",https://www.benefitcosmetics.com/en-us/product/rockateur
One Hot Wick Candle,$38.00,N;A,"Caution: contents inside are HOT! Set the mood for any occasion with our adorable one hot wick candle. With our signature Maybe Baby white blossom scent, it’s perfect for relaxing nights in, or just for an extra pop of pink on your bedside table. Fire it up & get your flame game on, gorgeous!",NA,"https://www.benefitcosmetics.com/globalassets/pdps/merchandise/one-hot-wick-candle/01-hot-wick-candle-component.png?width=300&height=350&mode=crop&center=0.5,0.5",https://www.benefitcosmetics.com/en-us/product/one-hot-wick-candle
Prime Pearl Deal,$32.00,N;A,"Score super savings with Benefit’s Prime Pearl Deal! set, featuring a FULL-SIZE and FREE travel size mini of The POREfessional: Pearl Primer! It’s the power of The POREfessional...PLUS brightening. This soft-radiance face primer instantly minimizes the look of pores, locks on makeup and helps skin look bright, boosted & awake. It has the same oil-free, lightweight, silky-smooth texture as the original The POREfessional with a hint of soft pearly pink. Pores & dullness don’t stand a chance! Brightening pore primer Soft matte finish 91% said it minimized the look of pores* 96% said it created soft-matte radiance* *self-evalution by 100 women after 1 weekSet Includes: The POREfessional: Pearl Primer soft-radiance face primer to minimize the look of pores full-size I 22.0 mL / 0.75 US fl. oz. The POREfessional: Pearl Primer soft-radiance face primer to minimize the look of pores FREE! mini I 7.5 mL / 0.25 US fl. oz.","-	Brightening pore primer
-	Minimizes the look of pores
-	Get a FULL-SIZE plus a FREE MINI
","https://www.benefitcosmetics.com/globalassets/pdps/sets--kits/prime-pearl-deal/prime_pearl_deal_component.png?width=300&height=350&mode=crop&center=0.5,0.5",https://www.benefitcosmetics.com/en-us/product/prime-pearl-deal
POREfect Primer Deal!,NA,N;A,Get a FULL-SIZE of our #1 face primer and a FREE MINI in this super-savings set! The POREfessional instantly minimizes the look of pores & fine lines while helping makeup stay put. It’s your secret weapon to POREfectly smooth-looking skin! pore primer oil-free 91% said it minimized pore appearance* 93% said it helped makeup stay put* *self-evaluation by 100 women over 1 week Set includes:  The POREfessional pore primer | full-size The POREfessional pore primer | FREE! mini,"-	FULL SIZE and FREE MINI POREfessional
-	Minimizes the look of pores & fine lines
","https://www.benefitcosmetics.com/globalassets/pdps/sets--kits/porefect-primer-deal/porefect-primer-deal-component.png?width=300&height=350&mode=crop&center=0.5,0.5",https://www.benefitcosmetics.com/en-us/product/porefect-primer-deal
Cheek Stars Reunion Tour Palette,$60.00,N;A,"Relive the greatest hits with a star-studded palette of Benefit blushes, bronzers & highlighters from past & present! The NEW Cheek Stars Reunion Tour cheek palette features bestselling Hoola matte bronzer, Cookie golden pearl highlighter, and newly updated cult-favorite shades of Georgia, Dallas and Sugarbomb. This sensational palette comes complete with a super-soft cheek brush and our Signature Tips & Tricks to help you hit all the high notes!","-	5 full-size powders
-	NEW! Dallas rosy bronze blush
-	NEW! Georgia golden peach blush
-	NEW! Sugarbomb rosy pink blush
","https://www.benefitcosmetics.com/globalassets/pdps/sets--kits/cheek-stars-reunion-tour-palette/carousel-images/cheekstars_full_size_component.png?width=300&height=350&mode=crop&center=0.5,0.5",https://www.benefitcosmetics.com/en-us/product/cheek-stars-reunion-tour-palette
Gimme Brow+ Volumizing Eyebrow Gel Jumbo Size,$38.00,2 - Warm golden blonde;3 - Neutral light brown;5 - Cool black-brown,"Gimme Brow+ tinted eyebrow gel contains tiny microfibers that adhere to skin & hairs, creating natural-looking fullness and definition. The custom tiny, tapered brush provides easy, mess-proof application. Poof...fuller-looking brows magically appear! 94% said brows looked visibly thicker* volumizes, tames & tints brows natural-looking & buildable water-resistant & long-wearing same cult-fave Gimme Brow…updated ingredients *self-evaluation by 66 women after 1 week","-	Volumizes, tames, & tints brows
-	Natural-looking & buildable
-	Water-resistant & long-wearing
","https://www.benefitcosmetics.com/globalassets/pdps/brows/brow-gel/gimme-brow-volumizing-eyebrow-gel/gimme-brow-plus-jumbo-component.png?width=300&height=350&mode=crop&center=0.5,0.5",https://www.benefitcosmetics.com/en-us/product/gimme-brow-volumizing-eyebrow-gel-jumbo-size
Hoola Jumbo Size,$44.00,N;A,"All 4 shades of Benefit’s award-winning bronzer feature the same soft, blendable formula and matte finish that made the original Hoola a cult-fave. The entire Hoola bronzer collection ranges from light to deep so you can sweep on a natural-looking bronze. Comes complete with a built-in mirror and powder brush for a sunless & seamless application. Hoola Lite: light powder bronzer for face Hoola: Original matte powder bronzer for face NEW! Hoola Caramel: medium–deep powder bronzer for face NEW! Hoola Toasted: deep powder bronzer for face","-	Hoola Lite: fair bronzer
-	Hoola: original bronzer + comes in mini & value size
-	Hoola Caramel: medium-deep bronzer
-	Hoola Toasted: deep bronzer
","https://www.benefitcosmetics.com/globalassets/pdps/cheeks/bronzer/hoola-matte-bronzer/hoola-bronzer-jumbo-component.png?width=300&height=350&mode=crop&center=0.5,0.5",https://www.benefitcosmetics.com/en-us/product/hoola-matte-bronzer?product=JUMBOFM142
Dandelion Twinkle Powder Highlighter Travel Size Mini,$17.00,N;A,"Get your glow on with Dandelion Twinkle superfine highlighting powder. Special baked technology delivers a strobing formula for a sheer, whisper-light texture. Wear it alone or on top of your favorite blush or powder and step into the dreamy spotlight. Quick, easy strobing  Highlighting powder Signature dandy daydream scent","-	Superfine highlighting powder
-	Whisper-light texture
-	Wear alone or over blush
","https://www.benefitcosmetics.com/globalassets/pdps/cheeks/highlighter/dandelion-twinkle-powder-highlighter/dandelion-twinkle-mini-component.png?width=300&height=350&mode=crop&center=0.5,0.5",https://www.benefitcosmetics.com/en-us/product/dandelion-twinkle-powder-highlighter?product=DANDEFM108
Let’s Kiss & Hoola Set,$34.00,N;A,"Bronze & balm bliss! Swirl Hoola all over face for a natural-looking bronze, then glide California Kissin’ ColorBalm over lips for a pop of hydrating color. BEAUTY TIP: Sunkissed & sculpted! Stroke Hoola under cheekbones and along hairline to contour.","-	2 FULL-SIZE Benefit bestsellers
-	Hoola gives a matte, natural-looking bronze
-	California Kissin’ ColorBalm keeps lips vibrant & hydrated
","https://www.benefitcosmetics.com/globalassets/pdps/sets--kits/lets-kiss--hoola/lets-kiss-hoola-component.png?width=300&height=350&mode=crop&center=0.5,0.5",https://www.benefitcosmetics.com/en-us/product/lets-kiss-hoola-set
Join the POREfessionals Minis Trio,$22.00,N;A,"Skin smooth & look locked  Apply a thin layer of The POREfessional or The POREfessional Hydrate Primer to clean, lightly moisturized skin. After applying makeup, shake The POREfessional: Super Setter well and hold 8” from face, misting evenly all over. Warning: Keep out of eyes. Close eyes before misting.","-	Prime, hydrate & lock on makeup all day with this multitasking POREfessional trio
-	Minimize the look of pores & fine lines
-	Includes NEW! The POREfessional: Super Setter long-lasting makeup setting spray
","https://www.benefitcosmetics.com/globalassets/pdps/sets--kits/join-the-porefesssionals/join-the-porefessionals-component.png?width=300&height=350&mode=crop&center=0.5,0.5",https://www.benefitcosmetics.com/en-us/product/join-the-porefessionals-set
